Normalized	Id
exsiccosis_ek-sih-koh-sis	3813
fafnir_fahv-nur	3814
fauteuil_foh-tur	3822
freijo_fray-joh	3835
freycinetia_fray-suh-nee-shuh	3836
frijolillo_free-huh-lee-yoh	3837
garammasala_gah-ram-muh-sah-luh	3849
geeldikkop_geel-dih-kahp	3855
gelandelaufer_guh-len-duh-loy-fur	3858
gigue_zheeg	3865
hankul_hahng-kool	3895
hardanger_hahr-dahng-ur	3897
hashkabah_hahsh-kah-buh	3898
hemocuprein_hee-muh-koo-pree-in	3904
hohokam_hoh-hoh-kahm	3915
huguenot_hyoo-guh-naht	3924
ingluvies_in-gloo-vee-eez	3941
isabelita_iz-uh-buh-lee-tuh	3948
kairouan_ker-wahn	3960
kiaat_kee-aht	3974
kovsh_kahvsh	3984
kuvasz_koo-vahs	3989
machiavellian_mak-ee-uh-vel-ee-un	4016
magainin_muh-gay-uh-nun	4021
makhorka_muh-khor-kuh	4025
mamaliga_mah-mah-lee-guh	4026
manchineel_man-chuh-neel	4027
mangeao_mah-nay-au	4031
massasauga_mas-uh-sah-guh	4041
masseter_muh-see-tur	4042
matelote_mat-ul-oht	4044
maxixe_muh-shee-shuh	4045
minnelied_min-uh-leet	4057
myocommata_mahy-uh-kah-muh-tuh	4073
nataka_nah-tih-kuh	4078
navarch_nay-vahrk	4080
navarin_na-va-ran	4081
nephilim_nef-uh-lim	4084
nephoscope_nef-uh-skohp	4085
nomocanon_nah-muh-kah-nahn	4098
nouvellecuisine_noo-vel-kwih-zeen	4102
nuocmam_noo-ahk-mahm	4104
nymss_nimps	4105
ouananiche_wah-nuh-neesh	4122
paskha_pahs-khuh	4145
popoi_poh-poy	4171
pounamu_poh-nah-moo	4179
ptolemaic_tah-luh-may-ik	4191
quadrantid_kwah-dran-tid	4199
quintain_kwint-un	4202
ramkokamekra_ram-koh-kuh-mek-ruh	4211
rijsttafel_rahy-stah-fuhl	4223
roquette_roh-ket	4233
sacalait_sak-uh-lay	4245
salomonica_sal-uh-mahn-ih-kuh	4251
santon_san-tun	4258
saussurite_sahs-uh-rahyt	4261
schuyt_skahyt	4269
shangri-la_shang-gree-lah	4285
shtetlach_shtet-lahk	4288
sitao_sih-tau	4291
souarinut_soo-ahr-ee-nut	4300
sumi-e_soo-mee-ay	4315
tantieme_tahn-tyem	4333
totipalmate_toh-tuh-pal-mayt	4375
tournure_tur-nyur	4378
uintjie_ayn-chee	4394
urfirnis_ur-fir-nis	4399
vaalhaai_vahl-hahy	4401
villavicencio_bee-yah-bee-sen-syoh	4411
waterzooi_vah-tur-zoy	4421
werowance_wer-uh-wants	4425
wobbegong_wah-bee-gahng	4429
